0.5236,-0.8,0,-1.5,-2.2,0,0,0,0,0,0,0,0
0.53161,-0.79596,-0.0030853,-1.35,-2.05,0.022467,-0.14735,0.060799,0.15,0.15,0.15,-0.10981,0
0.53161,-0.78884,-0.0030853,-1.2,-1.9,0.012501,-0.24376,0.098095,0.3,0.3,0.3,0.040186,0
0.53161,-0.78171,-0.0030853,-1.0593,-1.75,0.015697,-0.32758,0.11613,0.45,0.45,0.45,0.19019,0
0.53161,-0.77459,-0.0030853,-0.94589,-1.6,0.009728,-0.39432,0.11945,0.6,0.6,0.6,0.34019,0
0.53161,-0.76746,-0.0030853,-0.85341,-1.4691,0.01029,-0.4566,0.11412,0.75,0.75,0.75,0.49019,0
0.53962,-0.76342,-0.0061695,-0.77711,-1.3532,0.005705,-0.51032,0.10448,0.9,0.9,0.9,0.38047,0
0.54588,-0.7587,-0.0085779,-0.71492,-1.2545,0.0064118,-0.56194,0.092912,1.05,1.05,1.05,0.32765,0
0.55068,-0.75343,-0.010427,-0.66404,-1.1662,0.0025105,-0.60695,0.081031,1.2,1.2,1.2,0.32191,0
0.55432,-0.7477,-0.011828,-0.62231,-1.0911,0.0048702,-0.65166,0.069693,1.35,1.35,1.35,0.35398,0
0.55705,-0.74163,-0.012879,-0.58806,-1.0215,-0.00033727,-0.68898,0.059324,1.5,1.5,1.5,0.41547,0
0.55909,-0.73529,-0.013666,-0.55996,-0.96477,0.0058085,-0.72925,0.050094,1.65,1.65,1.65,0.49922,0
0.56064,-0.72876,-0.014262,-0.53693,-0.90681,-0.0051902,-0.7574,0.04203,1.8,1.8,1.8,0.59899,0
0.56186,-0.7221,-0.01473,-0.5181,-0.86805,0.012355,-0.79799,0.035082,1.95,1.95,1.95,0.70962,0
0.56288,-0.71537,-0.015124,-0.50276,-0.81166,-0.019389,-0.80949,0.029155,2.1,2.1,2.1,0.82643,0
0.56384,-0.70862,-0.015494,-0.49036,-0.80169,0.038129,-0.86595,0.02414,2.25,2.25,2.25,0.94522,0
0.56493,-0.70191,-0.015914,-0.48054,-0.7199,-0.069239,-0.83111,0.019923,2.4,2.4,2.4,1.0598,0
0.56652,-0.6954,-0.016525,-0.4732,-0.78463,0.080761,-0.95273,0.016395,2.55,2.55,2.55,1.1584,0
0.56859,-0.68907,-0.017322,-0.46811,-0.66564,0.23076,-0.85074,0.013119,2.7,2.7,2.7,1.2413,0
0.57398,-0.68402,-0.019397,-0.46734,-0.51564,0.38076,-0.70074,0.013337,2.85,2.85,2.85,1.2166,0
0.58264,-0.68023,-0.022731,-0.47451,-0.36564,0.53076,-0.55074,0.019056,3,3,3,1.0858,0
0.57968,-0.67425,-0.021589,-0.49888,-0.21564,0.68076,-0.40074,0.039212,3.15,3.15,3.0539,1.2358,0
0.57466,-0.66905,-0.019658,-0.41379,-0.065643,0.83076,-0.25074,-0.050464,3.3,3.3,3.0413,1.3858,0
0.56927,-0.66428,-0.017308,-0.3541,0.084357,0.98076,-0.10074,-0.11496,3.4385,3.45,3.0049,1.5358,0
0.56378,-0.66001,-0.014449,-0.2984,0.23436,1.1308,0.049265,-0.17667,3.557,3.6,2.9456,1.6858,0
0.55813,-0.65618,-0.011154,-0.24006,0.38436,1.2808,0.19926,-0.24336,3.6599,3.75,2.8652,1.8358,0
0.56491,-0.65167,-0.013766,-0.27222,0.53436,1.4308,0.34926,-0.17606,3.8099,3.9,3.0152,1.7659,0
0.57201,-0.64728,-0.016498,-0.27435,0.68436,1.5808,0.49926,-0.11746,3.9599,4.05,3.1652,1.6859,0
0.56778,-0.64559,-0.021933,-0.22966,0.83436,1.7308,0.64926,-0.024907,4.1099,3.9027,3.3152,1.6755,0
0.56778,-0.63846,-0.021933,-0.079665,0.98436,1.8808,0.79926,0.12509,4.2599,4.0527,3.4652,1.8255,0
0.56778,-0.63134,-0.021933,-0.19613,1.1344,2.0308,0.94926,0.0078822,4.4099,4.2027,3.6152,1.9755,0
0.56778,-0.62421,-0.021933,-0.24125,1.2844,2.1808,1.0993,-0.015118,4.5599,4.3527,3.7652,2.1255,0
0.56778,-0.61709,-0.021933,-0.27409,1.4344,2.3308,1.2493,-0.01661,4.7099,4.5027,3.9152,2.2755,0
0.56778,-0.60996,-0.021933,-0.30652,1.5844,2.4808,1.3993,-0.0064239,4.8599,4.6527,4.0652,2.4255,0
0.56687,-0.60319,-0.021579,-0.34682,1.7344,2.6308,1.5493,0.016455,5.0099,4.8027,4.1854,2.5755,0
0.56516,-0.59672,-0.020923,-0.41529,1.8844,2.7808,1.6993,0.068836,5.1599,4.9527,4.2802,2.7255,0
0.56337,-0.59028,-0.020235,-0.28779,2.0344,2.9308,1.8493,-0.072315,5.3099,5.1027,4.3722,2.8755,0
0.56216,-0.58363,-0.019768,-0.19914,2.1844,3.0808,1.9993,-0.17722,5.4599,5.2527,4.4829,3.0255,0
0.5595,-0.57752,-0.018744,-0.11951,2.3344,3.2308,2.1493,-0.27819,5.6099,5.4027,4.5467,3.1755,0
0.55591,-0.57471,-0.014433,-0.040481,2.4844,3.3808,2.2993,-0.38595,5.6366,5.5527,4.457,3.3255,0
0.56392,-0.57067,-0.017515,-0.09423,2.6344,3.5308,2.4493,-0.2772,5.7866,5.7027,4.607,3.216,0
0.57284,-0.56698,-0.02095,-0.098768,2.7844,3.6808,2.5993,-0.18216,5.9366,5.8527,4.757,3.0767,0
0.58137,-0.56313,-0.024233,-0.017721,2.9344,3.8308,2.7493,-0.032165,6.0866,6.0027,4.907,2.9502,0
0.58137,-0.55601,-0.024233,0.13228,3.0844,3.9808,2.8993,0.11784,6.2366,6.1527,5.057,3.1002,0
0.58137,-0.54888,-0.024233,0.28228,3.2344,4.1308,3.0493,-0.027972,6.3866,6.3027,5.207,3.2502,0
0.58956,-0.54491,-0.027386,0.15675,3.3844,4.2808,3.1993,-0.071185,6.5366,6.4527,5.357,3.1347,0
0.59859,-0.54126,-0.030862,0.062292,3.5344,4.4308,3.3493,-0.068144,6.6866,6.6027,5.507,2.992,0
0.60771,-0.53765,-0.034373,-0.030289,3.6844,4.5808,3.4993,-0.039419,6.8366,6.7527,5.657,2.8463,0
0.61654,-0.53393,-0.037774,-0.14121,3.8344,4.7308,3.6493,0.018088,6.9866,6.9027,5.807,2.7099,0
0.62043,-0.53087,-0.039272,0.0087864,3.9844,4.8808,3.7993,0.14541,7.1366,7.0527,5.8489,2.6256,0
0.62043,-0.52374,-0.039272,0.15879,4.1344,5.0308,3.9493,0.29541,7.2866,7.2027,5.9989,2.7756,0
0.62043,-0.51662,-0.039272,0.23163,4.2844,5.1808,4.0993,0.44541,7.4366,7.3527,6.1489,2.9256,0
0.61721,-0.51073,-0.038031,0.19988,4.4344,5.3308,4.2493,0.59541,7.5866,7.5027,6.1943,3.0756,0
