-0.94294,-0.57777,-0.30684,-0.5836,0.51798,0.062215
-0.81088,-0.546,-0.30289,-0.52572,0.44262,0.051916
-0.6775,-0.50766,-0.2794,-0.47269,0.3558,0.045809
-0.54489,-0.44955,-0.24081,-0.41478,0.26684,0.047047
-0.43255,-0.38328,-0.20182,-0.35668,0.19111,0.05291
-0.33792,-0.3232,-0.16748,-0.30511,0.12814,0.059858
-0.25063,-0.27311,-0.13735,-0.26177,0.074112,0.069707
-0.17923,-0.23074,-0.11247,-0.22458,0.030672,0.078536
-0.12101,-0.19491,-0.091999,-0.19263,-0.004056,0.086249
-0.073623,-0.16462,-0.075185,-0.16515,-0.0317,0.092856
-0.035103,-0.13901,-0.061392,-0.14153,-0.053625,0.098404
-0.0038072,-0.11737,-0.050087,-0.12123,-0.070962,0.10297
0.021617,-0.099083,-0.040825,-0.10378,-0.084627,0.10661
0.042278,-0.083636,-0.033243,-0.08879,-0.095364,0.10942
0.059078,-0.070588,-0.027038,-0.075938,-0.10376,0.11146
0.072751,-0.059568,-0.021965,-0.064965,-0.1103,0.11279
0.083886,-0.050261,-0.01782,-0.05576,-0.11531,0.11344
0.09256,-0.086507,-0.012369,-0.064169,-0.11916,0.10773
0.10166,0.28428,-0.027345,0.074142,-0.12059,0.1481
0.10669,0.73381,-0.051918,0.24838,-0.11954,0.18674
0.10645,1.1831,-0.080835,0.4332,-0.11597,0.21451
0.093987,1.6331,-0.096109,0.62775,-0.11037,0.22626
0.045295,2.0803,-0.13689,0.83328,-0.090281,0.22555
-0.059674,2.5166,-0.22605,1.0491,-0.043779,0.21086
-0.22876,2.9316,-0.3706,1.276,0.032975,0.17899
0.41261,-2.8179,0.50437,-1.2663,-0.29124,-0.07806
0.34724,-2.3707,0.43321,-1.1356,-0.25072,0.014263
0.31087,-1.9232,0.3674,-0.99691,-0.22083,0.094303
0.29079,-1.4799,0.27305,-0.85614,-0.18558,0.16486
0.37645,-1.0497,0.14377,-0.70848,-0.18126,0.2131
0.35811,-0.5924,0.10355,-0.54927,-0.18924,0.27078
0.32705,-0.14423,0.039122,-0.38793,-0.1779,0.31725
0.28894,0.30221,-0.027979,-0.22218,-0.16169,0.35614
0.24639,0.74839,-0.092135,-0.05072,-0.14369,0.38782
0.20273,1.1955,-0.14661,0.1283,-0.12631,0.41211
0.17093,1.6452,-0.17616,0.3175,-0.11542,0.42757
0.089886,2.0873,-0.24553,0.51422,-0.085572,0.43581
-0.082399,2.5008,-0.38959,0.71309,-0.012027,0.43571
-0.35494,2.8603,-0.61027,0.90979,0.11056,0.42341
0.65651,-2.7519,0.81605,-0.9331,-0.39831,-0.30555
0.55066,-2.3109,0.69095,-0.88423,-0.34303,-0.17664
0.49052,-1.8689,0.5784,-0.81242,-0.30164,-0.068303
0.47931,-1.4329,0.44234,-0.72699,-0.26727,0.022211
0.5872,-1.0187,0.2635,-0.63423,-0.26246,0.087714
0.84665,-0.53277,0.27639,-0.50566,-0.3482,0.14871
0.74956,-0.098493,0.11672,-0.39918,-0.30546,0.22788
0.64408,0.32908,-0.040188,-0.28572,-0.25784,0.29992
0.53319,0.75705,-0.18528,-0.16393,-0.20843,0.36632
