0.5236,-0.8,0,-1.5,-2.2,0,0,0,0,0,0,0,0
0.51859,-0.79967,-0.0050574,-1.401,-2.0912,0.011248,-0.073753,0.030437,0.15,-0.14417,0.076846,-0.05487,0
0.52398,-0.79597,-0.0071331,-1.3118,-1.9893,0.01485,-0.13449,0.052482,0.3,0.0058308,0.16984,-0.13667,0
0.53033,-0.79229,-0.0095766,-1.2322,-1.8942,0.014499,-0.18674,0.067751,0.45,0.15583,0.27784,-0.23444,0
0.53735,-0.7884,-0.012283,-1.1607,-1.806,0.01309,-0.23352,0.077808,0.6,0.30583,0.40538,-0.33477,0
0.54485,-0.78421,-0.015167,-1.0966,-1.7244,0.011638,-0.27641,0.083884,0.75,0.45583,0.55348,-0.4296,0
0.55209,-0.77987,-0.017954,-1.0389,-1.6488,0.010337,-0.31621,0.08694,0.9,0.60583,0.70348,-0.51428,0
0.55894,-0.77539,-0.020593,-0.98701,-1.5785,0.0091707,-0.35342,0.087737,1.05,0.75583,0.85348,-0.58648,0
0.56538,-0.77074,-0.023072,-0.94021,-1.5132,0.0081231,-0.38841,0.086865,1.2,0.90583,1.0035,-0.64523,0
0.5714,-0.76593,-0.02539,-0.898,-1.4524,0.007185,-0.42146,0.084779,1.35,1.0558,1.1535,-0.69046,0
0.57702,-0.76097,-0.027553,-0.85991,-1.3956,0.0063495,-0.45279,0.081833,1.5,1.2058,1.3035,-0.72265,0
0.58226,-0.75586,-0.029572,-0.82555,-1.3426,0.0056089,-0.48256,0.078299,1.65,1.3558,1.4535,-0.7426,0
0.58716,-0.75062,-0.031456,-0.79457,-1.2929,0.0049553,-0.51091,0.074386,1.8,1.5058,1.6035,-0.7513,0
0.59174,-0.74526,-0.03322,-0.76664,-1.2465,0.0043801,-0.53793,0.070257,1.95,1.6558,1.7535,-0.74983,0
0.59604,-0.73979,-0.034876,-0.7415,-1.203,0.0038751,-0.56372,0.066031,2.1,1.8058,1.9035,-0.73929,0
0.6001,-0.73423,-0.036438,-0.71888,-1.1622,0.0034324,-0.58834,0.061803,2.25,1.9558,2.0535,-0.72079,0
0.60394,-0.72858,-0.037917,-0.69857,-1.1239,0.0030444,-0.61184,0.05764,2.4,2.1058,2.2035,-0.69537,0
0.59848,-0.72638,-0.042838,-0.68035,-1.0879,0.0027047,-0.63428,0.053592,2.55,1.9601,2.3535,-0.66404,0
0.59321,-0.72372,-0.047302,-0.66351,-1.0541,0.0023517,-0.65564,0.049749,2.7,1.8367,2.5035,-0.61657,0
0.58812,-0.72065,-0.051355,-0.64793,-1.0224,0.0020614,-0.67601,0.046118,2.85,1.7337,2.6535,-0.55479,0
0.58323,-0.7172,-0.055036,-0.63355,-0.99252,0.0018133,-0.69542,0.0427,3,1.6493,2.8035,-0.48043,0
