-0.94294,-0.57777,-0.30684,-0.5836,0.51798,0.062215
-0.86538,-0.53141,-0.28473,-0.53716,0.47654,0.060147
-0.78227,-0.48994,-0.26058,-0.49593,0.42434,0.058981
-0.70368,-0.45193,-0.23762,-0.45843,0.37439,0.058853
-0.62983,-0.41703,-0.21606,-0.42412,0.32727,0.059381
-0.56082,-0.38491,-0.19603,-0.39261,0.28329,0.060297
-0.49719,-0.35529,-0.17765,-0.36358,0.24287,0.061625
-0.43879,-0.32795,-0.16087,-0.33678,0.20597,0.063225
-0.38534,-0.3027,-0.1456,-0.31201,0.17244,0.064974
-0.33655,-0.27938,-0.13173,-0.28907,0.14211,0.066778
-0.29209,-0.25783,-0.11916,-0.26782,0.11477,0.068566
-0.25165,-0.23792,-0.10777,-0.24811,0.09019,0.070284
-0.2149,-0.21953,-0.097456,-0.22984,0.068151,0.071896
-0.18155,-0.20255,-0.088124,-0.21288,0.048436,0.073374
-0.1513,-0.18686,-0.07968,-0.19715,0.03084,0.074697
-0.12389,-0.17237,-0.072041,-0.18256,0.015165,0.075855
-0.099062,-0.15899,-0.06513,-0.16902,0.0012304,0.076837
-0.085691,-0.14638,-0.05955,-0.15638,-0.0012217,0.080335
-0.073576,-0.13477,-0.054453,-0.14467,-0.0033244,0.083336
-0.062617,-0.12407,-0.049798,-0.13381,-0.005103,0.085859
-0.052723,-0.11422,-0.045546,-0.12375,-0.0065815,0.087921
-0.043806,-0.10515,-0.041662,-0.11442,-0.0077822,0.089544
-0.035786,-0.096798,-0.038114,-0.10577,-0.0087263,0.09075
-0.02859,-0.089106,-0.034873,-0.097762,-0.0094332,0.091562
-0.022149,-0.082022,-0.031913,-0.090339,-0.0099211,0.092001
-0.016399,-0.0755,-0.029208,-0.083463,-0.010207,0.092089
-0.011282,-0.069494,-0.026736,-0.077095,-0.010305,0.091848
-0.0067448,-0.063964,-0.024477,-0.071197,-0.010231,0.091299
-0.0027374,-0.058873,-0.022413,-0.065737,-0.0099977,0.09046
0.0007851,-0.054185,-0.020526,-0.060682,-0.0096166,0.089351
0.0038642,-0.049869,-0.018801,-0.056004,-0.009099,0.08799
0.006538,-0.045896,-0.017224,-0.051675,-0.0084551,0.086395
0.0088414,-0.042238,-0.015781,-0.047671,-0.0076943,0.08458
0.010806,-0.03887,-0.014462,-0.043967,-0.0068253,0.082563
0.012461,-0.03577,-0.013256,-0.040542,-0.005856,0.080356
0.013834,-0.032917,-0.012152,-0.037375,-0.0047938,0.077975
0.014949,-0.03029,-0.011142,-0.034449,-0.0036458,0.075432
0.015828,-0.027872,-0.010218,-0.031744,-0.0024181,0.072739
0.016491,-0.025646,-0.0093727,-0.029245,-0.001117,0.069908
0.016958,-0.023598,-0.0085985,-0.026938,0.00025211,0.066951
0.017246,-0.021712,-0.0078897,-0.024806,0.0016838,0.063876
0.01737,-0.019977,-0.0072407,-0.022839,0.0031732,0.060695
0.017344,-0.01838,-0.0066463,-0.021023,0.0047154,0.057417
0.017183,-0.01691,-0.0061019,-0.019347,0.0063062,0.054049
0.016898,-0.015557,-0.005603,-0.017801,0.0079411,0.050601
0.016499,-0.014312,-0.005146,-0.016375,0.0096163,0.04708
0.015765,-0.013166,-0.0047286,-0.015061,0.011376,0.043561
0.014702,-0.012111,-0.0043475,-0.013849,0.013211,0.040059
0.013522,-0.01114,-0.0039983,-0.012734,0.014932,0.036664
0.012438,-0.010246,-0.0036771,-0.011708,0.01636,0.03347
0.01144,-0.0094249,-0.0033818,-0.010765,0.017526,0.030472
0.010522,-0.0086691,-0.0031102,-0.0098968,0.018459,0.027662
0.0096784,-0.007974,-0.0028605,-0.0090989,0.019188,0.025035
0.0089022,-0.0073345,-0.0026308,-0.0083653,0.019738,0.022584
0.0081881,-0.0067464,-0.0024196,-0.0076907,0.020129,0.0203
0.0075314,-0.0062054,-0.0022254,-0.0070706,0.020383,0.018177
0.0069273,-0.0057078,-0.0020468,-0.0065005,0.020519,0.016207
0.0063717,-0.00525,-0.0018825,-0.0059764,0.020552,0.014382
0.0058607,-0.004829,-0.0017314,-0.0054947,0.020497,0.012695
0.0053906,-0.0044418,-0.0015925,-0.0050518,0.020368,0.011138
0.0049583,-0.0040856,-0.0014647,-0.0046448,0.020178,0.0097035
0.0045606,-0.0037579,-0.0013471,-0.0042707,0.019936,0.0083845
0.0041948,-0.0034566,-0.001239,-0.0039268,0.019652,0.0071742
0.0038584,-0.0031794,-0.0011396,-0.0036107,0.019334,0.0060657
0.0035489,-0.0029244,-0.0010482,-0.0033203,0.018992,0.0050525
0.0032643,-0.0026899,-0.00096409,-0.0030533,0.01863,0.0041283
0.0030025,-0.0024742,-0.00088674,-0.0028079,0.018255,0.0032871
0.0027617,-0.0022757,-0.0008156,-0.0025824,0.017871,0.0025232
0.0025402,-0.0020932,-0.00075017,-0.0023752,0.017485,0.0018312
0.0023365,-0.0019254,-0.00068999,-0.0021847,0.017099,0.0012057
